pid,grdatn,age,state,natvty,msafp,year,immigr,se15u,ind2
942740226951304 7011 222 7,39,41,87,364,41620,2017,1,1,770
961397021540925 7011 12210,43,35,87,57,41620,2017,0,1,8680
965590979591204 7011 222 9,39,40,87,57,41620,2017,0,1,7280
977860523651004 6011 221 8,43,41,87,127,36260,2017,1,1,7070
985890558041204 7011 122 8,40,43,87,57,41620,2017,0,1,2370
985890558041204 7011 222 8,43,41,87,57,41620,2017,0,1,5170
989163701791409 6011 121 9,41,36,87,57,39340,2017,0,1,770
989163701791409 6011 221 9,41,36,87,57,39340,2017,0,1,8980
36009741403911 7011 22210,35,50,87,303,0,2017,1,1,8680
36009841404911 6012 221 8,39,44,87,315,0,2017,1,1,7070
40910923759715 6012 121 9,40,34,87,57,0,2017,0,1,5080
40912794631651 6011 121 8,43,50,87,57,0,2017,0,1,170
40912794631651 6011 221 8,41,47,87,57,0,2017,0,1,170
47069038404391 7011 222 9,46,51,87,57,0,2017,0,1,8370
66069342405311 7011 222 7,44,39,87,57,41100,2017,0,1,770
94272130607809 7011 222 9,46,41,87,57,41100,2017,0,1,8070
101799006140433 7011 12210,42,51,87,57,0,2017,0,1,7470
402640811027932 7011 22210,43,45,87,57,41100,2017,0,1,770
403320117054916 7011 222 7,43,49,87,57,0,2017,0,1,6970
406870113010940 5011 121 7,42,27,87,57,41100,2017,0,1,6570
406870417094995 7011 122 9,43,40,87,57,0,2017,0,1,7070
406870417094995 7011 222 9,43,37,87,57,0,2017,0,1,7070
431799029640427 7011 122 7,41,33,87,57,0,2017,0,1,8990
706408585910446 7011 12210,43,54,87,57,41100,2017,0,1,7390
794341100703326 7011 122 9,41,57,87,57,0,2017,0,1,170
949910972171004 6012 221 8,40,25,87,57,0,2017,0,1,5080
969798501620407 7011 222 7,39,24,87,57,0,2017,0,1,5190
10005295959100 7112 222 8,39,39,13,57,0,2017,0,1,8770
16520246211005 7011 222 8,39,41,13,57,0,2017,0,1,770
16800237531005 7111 222 9,41,50,13,57,0,2017,0,1,170
22810245681105 5011 221 7,43,59,13,57,0,2017,0,1,8170
30930175051105 7011 122 9,40,59,13,57,0,2017,0,1,8880
36810809951005 7111 122 8,41,57,13,57,0,2017,0,1,7770
36810809951005 7111 222 8,39,43,13,57,0,2017,0,1,7770
47870261471005 7011 122 9,42,45,13,57,0,2017,0,1,180
48100998081005 5011 121 7,39,54,13,57,0,2017,0,1,770
50010821262787 6011 121 9,40,57,13,57,0,2017,0,1,7390
50010945302301 7111 22210,37,53,13,57,0,2017,0,1,770
50011318421764 6111 221 9,45,64,13,57,0,2017,0,1,7270
50012183485210 7011 122 7,42,64,13,57,0,2017,0,1,770
60460974791105 6012 12110,42,43,13,57,0,2017,0,1,6570
65020112506241 7011 122 8,40,43,13,57,0,2017,0,1,770
66680635981005 6011 12110,39,36,13,57,0,2017,0,1,770
73190562311105 7111 222 9,39,60,13,57,0,2017,0,1,180
86430843511005 6011 121 9,43,58,13,57,0,2017,0,1,8560
86430843511005 6011 221 9,43,56,13,301,0,2017,0,1,770
100895000048981 5011 221 7,42,60,13,57,0,2017,0,1,170
105927160706111 6011 121 9,43,46,13,57,0,2017,0,1,3970
105927160706111 6011 221 9,44,47,13,57,0,2017,0,1,3970
110102915677610 6011 121 9,39,46,13,57,0,2017,0,1,770
114020433501501 6011 121 8,39,38,13,57,0,2017,0,1,770
114495000078086 7012 122 7,43,64,13,57,0,2017,0,1,770
114495000078086 7012 222 7,42,50,13,57,0,2017,0,1,770
116145000038263 7011 222 7,43,59,13,57,0,2017,0,1,8680
128030955507451 6011 221 8,44,55,13,57,0,2017,0,1,6970
135025000154868 7111 222 8,39,41,13,57,0,2017,0,1,770
140080061500221 5011 121 7,43,40,13,57,0,2017,0,1,7390
169020077500561 5111 121 7,39,61,13,57,0,2017,0,1,770
183825000097984 6011 121 8,44,56,13,57,0,2017,0,1,8080
190016801760505 7011 122 7,37,52,13,57,0,2017,0,1,170
190016801760505 7011 222 7,39,49,13,57,0,2017,0,1,170
194895000092183 7011 122 8,43,59,13,57,0,2017,0,1,7890
194895000092183 7011 222 8,43,61,13,57,0,2017,0,1,8670
205532180607406 7111 322 8,40,60,13,57,0,2017,0,1,5490
210000875838740 7011 22210,39,54,13,301,0,2017,1,1,270
210005725265540 7011 12210,43,55,13,57,0,2017,0,1,8590
306500876010418 7111 22210,39,55,13,57,0,2017,0,1,770
310004105071690 7111 22210,39,43,13,57,0,2017,0,1,7890
401500259010033 7111 12210,39,51,13,57,0,2017,0,1,770
506790210014053 7011 122 8,44,43,13,243,0,2017,1,1,8560
522170114099085 6011 221 8,39,43,13,57,0,2017,0,1,3980
525010613028077 7011 122 9,43,46,13,57,0,2017,0,1,180
591408000850678 6111 121 8,43,51,13,210,0,2017,1,1,4970
601519114010272 7111 22210,36,35,13,57,0,2017,0,1,770
605031130701909 7111 122 8,42,46,13,368,0,2017,1,1,8680
605938170803403 7011 122 9,43,39,13,57,0,2017,0,1,8370
640136301040503 7111 22210,43,39,13,57,0,2017,0,1,6570
640136301040503 6111 121 8,39,57,13,57,0,2017,0,1,770
690650801581501 7011 222 9,39,57,13,57,0,2017,0,1,770
690650801581501 6011 121 8,44,49,13,57,0,2017,0,1,7390
705181160609905 7111 122 8,39,57,13,57,0,2017,0,1,6170
705604120604104 6011 121 8,42,61,13,57,0,2017,0,1,770
711201009950729 7011 22210,40,59,13,57,0,2017,0,1,8770
760179301782503 5011 121 7,43,59,13,57,0,2017,0,1,5590
810008245766640 5111 121 7,40,33,13,57,0,2017,0,1,770
905606170805605 7111 322 9,41,21,13,57,0,2017,0,1,290
910208745519120 7011 122 9,39,50,13,57,0,2017,0,1,8770
910238901840509 7011 122 8,43,33,13,57,0,2017,0,1,180
910238901840509 7011 222 8,42,37,13,57,0,2017,0,1,180
910827501540503 7011 122 9,39,32,13,57,0,2017,0,1,770
16220506191105 6111 12110,45,62,13,57,15540,2017,0,1,7970
49220506191105 7011 222 8,39,57,13,57,15540,2017,0,1,4670
50011630184399 6111 22110,39,30,13,57,15540,2017,0,1,770
80330701842509 7011 222 9,39,41,13,301,15540,2017,1,1,5275
101020940508811 7011 12210,45,41,13,57,15540,2017,0,1,7970
104935000121893 7011 222 9,39,62,13,57,15540,2017,0,1,270
105502448010875 6011 121 9,39,60,13,57,15540,2017,0,1,8470
105502448010875 6011 221 9,39,57,13,57,15540,2017,0,1,8870
105512682010349 5011 121 7,43,46,13,57,15540,2017,0,1,3875
105512682010349 5011 221 7,40,47,13,57,15540,2017,0,1,8560
110410801022500 6011 22110,39,61,13,57,15540,2017,0,1,7070
115755000100954 7111 12210,44,48,13,57,15540,2017,0,1,7590
115755000100954 7111 22210,44,48,13,57,15540,2017,0,1,7070
121508011050405 6111 221 9,43,42,13,57,15540,2017,0,1,770
174895000163863 7111 12210,39,41,13,57,15540,2017,0,1,8470
191300016650265 7111 222 9,43,50,13,57,15540,2017,0,1,9090
248060954501611 5111 121 7,42,56,13,501,15540,2017,1,1,7770
309504512010551 7111 122 9,45,55,13,57,15540,2017,0,1,1080
309504512010551 7111 222 9,44,42,13,57,15540,2017,0,1,4380
310207055174320 5011 121 7,45,49,13,57,15540,2017,0,1,7270
407519517010350 7111 222 7,39,51,13,57,15540,2017,0,1,770
410587601461504 6111 121 8,45,61,13,57,15540,2017,0,1,8090
410587601461504 6111 221 8,44,56,13,57,15540,2017,0,1,8090
510415801021500 7111 222 8,41,61,13,57,15540,2017,0,1,8980
518910112000040 6011 121 8,43,24,13,57,15540,2017,0,1,7970
605154180906416 7011 122 7,39,42,13,57,15540,2017,0,1,4670
610001475572350 7111 122 8,43,52,13,57,15540,2017,0,1,770
811701005450472 7011 22210,44,60,13,57,15540,2017,0,1,4980
910100155396880 6011 12110,39,53,13,57,15540,2017,0,1,8790
910200155616880 7011 122 9,39,37,13,57,15540,2017,0,1,7770
951001014550075 7111 22210,42,46,13,57,15540,2017,0,1,7270
961203003550069 7011 222 9,39,56,13,57,15540,2017,0,1,3190
10007715630421 7011 122 8,45,39,54,301,47260,2017,1,1,7970
30011786508091 7011 622 8,39,37,54,313,40060,2017,1,1,770
50110774061336 7011 222 9,39,49,54,206,47900,2017,1,1,7890
98031723503931 7011 122 7,39,33,54,57,47260,2017,0,1,4670
101365010078980 7011 122 8,39,41,54,303,40060,2017,1,1,770
117745010070421 5011 121 7,37,62,54,57,47260,2017,0,1,770
126735010022179 6011 22110,40,39,54,370,47900,2017,1,1,8470
157245010016749 6011 12110,35,46,54,57,47260,2017,0,1,770
164170384571005 6011 121 8,40,50,54,57,47260,2017,0,1,8880
211297201760503 6011 22110,34,58,54,247,47900,2017,1,1,5190
509740913062148 7011 12210,43,34,54,239,47900,2017,1,1,7070
509840112067138 6011 121 8,45,41,54,57,40060,2017,0,1,8080
741727201580503 7011 122 7,43,52,54,57,47900,2017,0,1,4770
741727201580503 7011 222 7,43,53,54,57,47900,2017,0,1,4770
501690110989 7011 22210,39,30,54,57,40060,2017,0,1,6290
23071852500121 7011 222 8,39,30,54,57,47900,2017,0,1,5275
50110015059179 6011 221 8,43,41,54,361,47900,2017,1,1,770
50110176363053 7011 12210,39,62,54,207,47900,2017,1,1,8680
50111383516551 6011 221 9,41,31,54,57,47900,2017,0,1,770
78091402501411 7011 122 7,39,62,54,57,47900,2017,0,1,1990
92071275502571 6011 121 9,39,55,54,57,47260,2017,0,1,7770
109001101504191 7011 222 9,39,46,54,416,47900,2017,1,1,6190
121370380261005 7011 122 9,43,58,54,57,47260,2017,0,1,5170
121820609591005 7011 12210,43,64,54,57,47260,2017,0,1,4670
121820609591005 7011 22210,43,64,54,57,47260,2017,0,1,4670
135630915121105 7011 222 7,34,51,54,313,47900,2017,1,1,7690
148835010084800 6011 121 8,43,64,54,57,40060,2017,0,1,7390
153535010110662 7011 122 7,32,51,54,312,47900,2017,1,1,7690
154470364031105 7011 222 7,43,24,54,57,47900,2017,0,1,8560
167455010178720 6011 121 9,43,57,54,210,47900,2017,1,1,7280
167455010178720 6011 221 9,43,55,54,210,47900,2017,1,1,7390
172060574781105 6011 121 9,44,58,54,57,47900,2017,0,1,7380
181775010138345 7011 222 8,34,58,54,57,47900,2017,0,1,770
197105010066767 6011 121 9,45,46,54,57,47900,2017,0,1,7270
201381101860502 6011 121 9,39,52,54,57,47900,2017,0,1,770
205516355110930 6011 121 9,43,33,54,57,47900,2017,0,1,7390
210003075639511 6011 221 8,46,55,54,57,47900,2017,0,1,7270
304500530110900 6011 121 8,43,30,54,57,47260,2017,0,1,770
410002155532241 7011 222 7,43,37,54,57,47900,2017,0,1,7190
510009975077321 7011 122 9,42,54,54,247,47900,2017,1,1,770
510103565816481 7011 222 9,43,33,54,57,40060,2017,0,1,5275
511390910010100 6011 121 8,43,58,54,202,47900,2017,1,1,4195
631115012350056 7011 122 7,44,34,54,217,47900,2017,1,1,3960
711953901470508 6011 12110,40,53,54,57,40060,2017,0,1,770
715229180705603 6011 121 8,42,45,54,210,47900,2017,1,1,7390
771619007050616 6011 121 9,42,50,54,57,47900,2017,0,1,7690
771716010550842 7011 122 8,39,45,54,247,47900,2017,1,1,8990
771716010550842 7011 222 8,39,48,54,247,47900,2017,1,1,8990
771802601471505 7011 222 8,44,50,54,202,47900,2017,1,1,7380
781701001570507 6011 32110,37,26,54,202,47900,2017,1,1,8680
806502737110592 6011 121 8,43,47,54,110,47900,2017,0,1,7390
915566110404007 5011 121 7,43,50,54,57,40060,2017,0,1,770
44011405501701 7011 22210,39,27,54,57,0,2017,0,1,170
50110346463061 7011 222 7,39,60,54,57,0,2017,0,1,8560
50110602250678 5012 121 7,39,60,54,57,0,2017,0,1,770
50110644923876 5011 121 7,41,64,54,57,0,2017,0,1,2890
110004635630461 7011 422 7,43,26,54,57,0,2017,0,1,7070
215931160808600 5011 221 7,39,54,54,57,0,2017,0,1,8590
615295140103003 7011 122 7,39,52,54,57,0,2017,0,1,7690
781717002850293 7011 12210,38,30,54,57,0,2017,0,1,4870
2500636110462 6011 121 9,36,60,54,57,16820,2017,0,1,7770
15851150103204 7011 222 8,44,31,54,57,16820,2017,0,1,7280
46011628504131 5011 121 7,42,62,54,57,0,2017,0,1,6280
50110245302301 6011 12110,43,64,54,57,16820,2017,0,1,5275
50110382479230 6011 12110,42,58,54,57,49020,2017,0,1,770
81717003150862 6011 12110,44,49,54,57,0,2017,0,1,7380
81717003150862 6011 42110,44,49,54,57,0,2017,0,1,7370
114270976251005 5011 121 7,40,56,54,57,49020,2017,0,1,4770
123425010072423 6011 121 9,46,47,54,57,0,2017,0,1,7270
404506403110031 5011 221 7,45,49,54,57,16820,2017,0,1,8090
415613140108400 7011 122 7,44,46,54,57,16820,2017,0,1,7070
431712003250242 7011 122 9,36,48,54,57,0,2017,0,1,8770
501503123110882 6011 221 8,43,42,54,57,49020,2017,0,1,7770
505640019009182 6011 22110,39,51,54,57,16820,2017,0,1,770
610000635620201 7011 122 7,43,63,54,57,0,2017,0,1,8270
931514005450820 6011 221 8,39,35,54,57,16820,2017,0,1,8770
8514472310053 7011 122 7,41,40,91,57,42660,2017,0,1,4580
35595110604925 6011 22110,43,57,91,57,42660,2017,0,1,8560
50310224582483 5111 121 7,43,52,91,57,42660,2017,0,1,7070
50310428896645 6011 12110,43,49,91,57,38900,2017,0,1,4770
81735026050337 6011 521 8,39,42,91,448,42660,2017,1,1,6190
126615030042788 6011 12110,43,44,91,57,42660,2017,0,1,5275
135515030064457 6011 221 8,44,39,91,57,44060,2017,0,1,6970
145093641505301 5012 121 7,41,33,91,57,42660,2017,0,1,8980
150955030299521 6011 121 8,42,60,91,164,42660,2017,1,1,3960
162425030033508 7111 122 9,40,33,91,206,28420,2017,0,1,5790
232023454503481 6011 121 9,43,43,91,57,42660,2017,0,1,7380
335058140402734 5011 121 7,39,57,91,57,42660,2017,0,1,8290
385520432851005 7011 122 7,35,57,91,57,44060,2017,0,1,8680
385520432851005 7011 222 7,39,61,91,57,44060,2017,0,1,8680
392150559091205 6011 121 8,45,46,91,57,42660,2017,0,1,7270
503390716084331 6011 121 9,40,44,91,57,28420,2017,0,1,7390
509526109310861 7011 222 9,44,61,91,57,42660,2017,0,1,7690
521490014001369 7011 122 7,44,32,91,138,42660,2017,1,1,7380
528280414050386 7011 22210,43,38,91,247,42660,2017,1,1,8990
593030301660505 7111 12210,40,28,91,57,38900,2017,0,1,7380
603455301491501 5012 121 7,40,44,91,57,42660,2017,0,1,7290
610106855624783 7011 222 8,41,36,91,57,42660,2017,0,1,770
631135006150496 6011 221 9,41,43,91,57,44060,2017,0,1,770
635233100502305 6011 22110,46,38,91,57,38900,2017,0,1,7270
635938170301403 6011 121 9,40,60,91,57,28420,2017,0,1,770
635986120404508 6011 12110,39,39,91,247,38900,2017,1,1,8680
643475301550501 6011 221 8,43,31,91,57,44060,2017,0,1,7390
706518582310646 7011 222 8,39,50,91,136,42660,2017,1,1,6970
710003405458053 7011 122 9,33,47,91,303,38900,2017,1,1,7790
710305035248443 5012 121 7,43,32,91,57,42660,2017,0,1,770
871930001550418 6011 121 8,43,41,91,57,42660,2017,0,1,7390
953912501902505 6011 121 8,44,57,91,57,42660,2017,0,1,7390
3544401732508 6012 12110,39,41,91,314,42660,2017,1,1,770
11033907502001 7011 122 7,39,29,91,57,28420,2017,0,1,7490
35595110108925 7011 12210,44,54,91,57,42660,2017,0,1,6570
35595110108925 7011 22210,44,53,91,57,42660,2017,0,1,8560
50310163416216 6111 121 8,40,36,91,57,42660,2017,0,1,9090
50310346450435 7011 122 9,44,49,91,163,28420,2017,1,1,6170
50310896585559 7011 122 9,44,51,91,57,42660,2017,0,1,7390
50310949947931 7011 122 9,40,29,91,57,42660,2017,0,1,770
75063486509811 6011 221 9,43,57,91,57,42660,2017,0,1,7580
136655030000943 7011 322 8,40,34,91,301,38900,2017,0,1,7070
142345030255842 7011 222 9,44,54,91,132,42660,2017,1,1,7380
142345030345812 5011 221 7,44,33,91,57,42660,2017,0,1,8090
145093041500301 7011 222 9,39,35,91,303,42660,2017,1,1,7690
176875030088901 7111 122 9,43,43,91,57,42660,2017,0,1,8590
184055030278834 6011 121 8,42,58,91,57,42660,2017,0,1,6380
197195030159404 6011 221 8,39,50,91,220,42660,2017,1,1,7690
197195030159404 6011 321 8,39,58,91,220,42660,2017,1,1,7690
210043060505191 6011 121 9,39,49,91,57,42660,2017,0,1,770
271738000150269 6012 121 8,43,37,91,57,42660,2017,0,1,5590
310004175810343 7111 122 9,43,48,91,57,42660,2017,0,1,7470
334050847031005 7011 22210,42,31,91,57,38900,2017,0,1,4870
342340013741205 6011 12110,43,54,91,57,42660,2017,0,1,7490
383350201441507 7011 122 8,39,40,91,57,42660,2017,0,1,9090
411232018250372 6011 221 9,40,41,91,57,42660,2017,0,1,5275
413859801760506 6011 121 9,41,32,91,57,42660,2017,0,1,7370
471239004950918 7011 12210,44,60,91,57,42660,2017,0,1,7070
501530916028334 7011 122 9,43,55,91,57,44060,2017,0,1,8990
501530916028334 7011 222 9,43,55,91,57,44060,2017,0,1,7390
506880915059355 7011 122 9,43,41,91,220,42660,2017,1,1,7890
510007595637233 6011 221 8,33,49,91,303,28420,2017,1,1,5580
519180315049313 7011 22210,39,24,91,162,42660,2017,1,1,4870
524730512033391 7011 322 8,39,61,91,57,42660,2017,0,1,770
535814130103919 7011 12210,39,54,91,220,42660,2017,1,1,8680
535855190805906 7011 122 9,44,62,91,57,42660,2017,0,1,6890
603520852310103 7011 222 9,40,40,91,165,42660,2017,1,1,7070
610008995183963 7011 122 7,40,62,91,57,42660,2017,0,1,6990
635987110100807 6111 221 9,43,28,91,210,42660,2017,1,1,7380
710205035588443 7011 122 9,40,34,91,57,42660,2017,0,1,8680
723209801670501 7011 222 7,41,56,91,57,42660,2017,0,1,8680
735499140903109 7011 122 9,39,46,91,57,42660,2017,0,1,8470
903012001130507 7011 222 7,43,40,91,57,28420,2017,0,1,7390
905505049310826 7011 22210,43,55,91,240,42660,2017,1,1,7890
63025001632500 6011 221 9,39,61,91,57,0,2017,0,1,770
63025001632500 6011 321 9,40,52,91,57,0,2017,0,1,770
71735021650687 5011 221 7,39,32,91,57,0,2017,0,1,6170
93146201851505 7011 22210,43,31,91,57,0,2017,0,1,770
107003139506891 6011 12110,40,50,91,57,0,2017,0,1,770
138475030086465 7011 122 7,39,44,91,303,0,2017,1,1,5790
157915030258146 6011 121 8,44,59,91,57,0,2017,0,1,7970
174033380506561 7011 222 9,39,47,91,57,0,2017,0,1,5170
174033380506561 6011 121 9,41,47,91,57,0,2017,0,1,4890
335555180609204 7011 12210,41,46,91,57,0,2017,0,1,170
393370106881205 7011 122 9,39,56,91,57,0,2017,0,1,770
433737101550504 7011 122 8,43,41,91,57,0,2017,0,1,7770
433737101550504 7011 322 8,40,33,91,57,0,2017,0,1,8470
507200318016383 7111 22210,39,45,91,57,0,2017,0,1,7070
523536101271502 7011 222 8,39,48,91,301,0,2017,1,1,6170
528890710090335 5011 121 7,39,25,91,57,0,2017,0,1,770
793267101110507 7011 22210,43,53,91,57,0,2017,0,1,8180
963111901231505 5011 121 7,37,58,91,57,0,2017,0,1,7070
29093846500661 6112 221 9,39,60,91,57,34580,2017,0,1,7070
40033376504871 7011 12210,41,51,91,57,0,2017,0,1,770
40033376504871 7011 22210,40,51,91,57,0,2017,0,1,770
81003389504091 7011 122 8,39,60,91,57,0,2017,0,1,770
82063029504761 6011 12110,34,51,91,303,0,2017,1,1,8680
116145030058253 6011 121 8,39,63,91,57,0,2017,0,1,3895
183465030037740 7011 22210,42,51,91,57,0,2017,0,1,8880
283058601390505 6011 12110,39,51,91,57,34580,2017,0,1,770
347270968621005 5011 221 7,46,55,91,57,0,2017,0,1,8070
386120294041005 5011 321 7,41,60,91,57,0,2017,0,1,3960
397860523651005 6012 121 8,43,58,91,515,34580,2017,1,1,7770
50410727978511 7111 32210,39,41,55,57,0,2017,0,1,170
50411103091966 7011 122 9,39,61,55,57,0,2017,0,1,1990
50411103091966 7011 222 9,39,36,55,57,0,2017,0,1,1990
50411103091966 6012 121 9,40,33,55,57,0,2017,0,1,5170
50411318421784 7011 12210,43,59,55,57,0,2017,0,1,170
50411663211995 6011 121 8,39,39,55,57,0,2017,0,1,4970
50412017688626 7111 422 9,32,26,55,57,0,2017,0,1,8170
50412017688626 7111 222 9,37,26,55,57,0,2017,0,1,8170
50412017688626 7111 322 9,34,27,55,57,0,2017,0,1,8170
50413353362918 5111 221 7,44,32,55,57,0,2017,0,1,170
61947013450229 7111 12210,37,62,55,57,0,2017,0,1,770
95014616505061 6011 12110,39,33,55,57,0,2017,0,1,4470
102516399410651 7111 222 8,36,62,55,57,0,2017,0,1,8170
104509028410824 6111 121 8,39,46,55,57,0,2017,0,1,8980
116825040073399 6111 321 9,40,22,55,57,0,2017,0,1,7770
133345040184545 6111 12110,40,43,55,57,0,2017,0,1,3895
139335040167156 7111 122 9,40,54,55,57,0,2017,0,1,8980
141545012350850 7111 122 8,40,40,55,57,0,2017,0,1,4970
145247110905418 6111 121 9,42,43,55,57,0,2017,0,1,7890
152044583500511 6111 22110,41,64,55,57,0,2017,0,1,8470
153054174504131 6011 121 9,36,58,55,57,0,2017,0,1,8370
153054174504131 7011 122 9,37,62,55,57,0,2017,0,1,4170
204511829410027 6111 121 8,44,45,55,57,0,2017,0,1,5370
209518504410795 6011 32110,39,29,55,57,0,2017,0,1,7460
245381130101319 7011 122 8,40,60,55,57,0,2017,0,1,770
321444005350937 5011 121 7,39,63,55,57,0,2017,0,1,1990
441343013350100 7111 222 9,39,47,55,57,0,2017,0,1,770
510480215099457 6011 52110,43,37,55,57,0,2017,0,1,7070
513190011096406 7011 222 9,43,31,55,57,0,2017,0,1,7770
515660613019442 5111 121 7,39,54,55,57,0,2017,0,1,8770
515660613019442 5111 321 7,40,21,55,57,0,2017,0,1,180
517980619097416 5012 121 7,39,37,55,57,0,2017,0,1,770
518990715014468 7111 222 7,40,59,55,57,0,2017,0,1,9090
526180619051455 6011 221 8,39,49,55,57,0,2017,0,1,7770
611640005650195 6011 32110,39,54,55,57,0,2017,0,1,1990
724979001751503 7111 122 9,41,53,55,57,0,2017,0,1,7490
734399101860502 6111 121 9,37,49,55,57,0,2017,0,1,770
845030160700305 7111 122 7,39,52,55,57,0,2017,0,1,8470
845795120701107 6111 121 9,40,49,55,57,0,2017,0,1,1370
845866110002627 7111 122 9,43,48,55,57,0,2017,0,1,7070
910004635071654 7011 222 7,43,62,55,57,0,2017,0,1,7290
910103065701394 6111 121 9,39,51,55,57,0,2017,0,1,3895
911043010950065 7111 122 8,43,63,55,57,0,2017,0,1,170
945665170103017 7011 222 7,37,39,55,57,0,2017,0,1,270
964157001910506 6111 121 9,39,64,55,57,0,2017,0,1,3895
964157001910506 6111 221 9,39,60,55,57,0,2017,0,1,3895
50410402188699 6011 12110,36,52,55,57,0,2017,0,1,5580
50410717896758 7111 122 7,46,50,55,57,34060,2017,0,1,7980
50410840164304 7111 122 9,40,43,55,57,25180,2017,0,1,8680
50413360492330 7012 222 9,39,36,55,57,0,2017,0,1,6170
69094583505691 7011 122 7,46,59,55,57,34060,2017,0,1,7980
108509677410578 7111 122 7,46,50,55,57,34060,2017,0,1,7980
111215040297414 5111 221 7,43,28,55,57,16620,2017,0,1,8990
119094185500621 5111 121 7,39,48,55,57,25180,2017,0,1,8470
155094473501561 7011 222 8,36,55,55,57,16620,2017,0,1,770
165245040063257 7111 222 8,40,38,55,57,0,2017,0,1,7770
178705040007066 7111 122 8,46,48,55,57,26580,2017,0,1,7970
204504615410469 7111 122 9,37,51,55,57,0,2017,0,1,7690
210008935444544 6011 121 9,39,40,55,57,26580,2017,0,1,770
310208455519854 5111 121 7,39,54,55,57,16620,2017,0,1,3980
400014666506851 7111 122 8,38,38,55,57,0,2017,0,1,770
408506245410964 6111 121 8,42,60,55,57,0,2017,0,1,8980
435750666901005 7011 122 7,45,62,55,57,25180,2017,0,1,7270
448650428681005 7111 122 8,39,27,55,57,34060,2017,0,1,180
454120979481405 6111 12110,35,49,55,57,0,2017,0,1,770
455180425691005 5011 121 7,44,40,55,57,26580,2017,0,1,8370
455540492381005 7111 22210,43,34,55,57,26580,2017,0,1,7890
477084113506361 7111 12210,39,63,55,57,0,2017,0,1,7280
477960521981005 7111 22210,44,58,55,57,25180,2017,0,1,4670
504850910025465 6111 221 8,43,28,55,57,34060,2017,0,1,5580
514570715073469 7111 12210,43,60,55,57,16620,2017,0,1,7790
608531353410527 7011 122 8,39,49,55,57,0,2017,0,1,770
714676701395501 5011 121 7,35,42,55,57,0,2017,0,1,770
804015601300501 6111 121 8,40,43,55,57,26580,2017,0,1,8770
911244009350607 7111 222 9,40,56,55,139,25180,2017,1,1,770
945731180604311 7111 222 8,39,22,55,57,16620,2017,0,1,8370
211658001750446 7011 122 9,40,41,35,57,31540,2017,0,1,8470
211658001750446 7011 222 9,40,53,35,57,31540,2017,0,1,7470
351851003450756 7011 122 8,44,33,35,57,31540,2017,0,1,7890
405761701781500 5011 121 7,40,40,35,57,33340,2017,0,1,7070
725558501370501 7011 12210,43,56,35,425,33340,2017,1,1,5170
910001885536025 6011 121 8,39,58,35,57,24580,2017,0,1,8770
1354006650305 5011 321 7,41,36,35,57,16980,2017,0,1,770
6506200510907 7011 122 8,40,60,35,57,33340,2017,0,1,7070
23095995503341 7011 12210,39,38,35,57,33340,2017,0,1,8680
23095995503341 6011 221 9,43,52,35,57,33340,2017,0,1,7380
48055578504351 6011 12110,39,55,35,57,33340,2017,0,1,3490
48055578504351 6011 22110,39,51,35,57,33340,2017,0,1,3490
50510146779888 7011 12210,43,50,35,57,33340,2017,0,1,7280
50510146779888 7011 22210,40,52,35,57,33340,2017,0,1,7380
50510283123385 7011 122 7,41,40,35,57,24580,2017,0,1,7380
50510619163572 6011 12110,39,59,35,57,31540,2017,0,1,8470
50510619163572 6011 22110,39,60,35,57,31540,2017,0,1,770
52095997502451 7011 12210,39,43,35,57,24580,2017,0,1,8470
55480120108906 6011 121 8,40,63,35,57,33460,2017,0,1,180
55480120108906 6011 221 8,40,62,35,57,33460,2017,0,1,180
67035762502961 6011 121 8,44,51,35,57,24580,2017,0,1,7380
67055981507071 7011 22210,43,52,35,57,33340,2017,0,1,770
205505943510079 6011 12110,45,44,35,57,24580,2017,0,1,7970
231053008350154 5011 121 7,39,55,35,57,24580,2017,0,1,7770
255169160402909 6011 121 8,46,55,35,217,33340,2017,1,1,8080
305365401000506 5011 221 7,39,60,35,57,16980,2017,0,1,7690
355603120305505 6012 12110,39,39,35,57,16980,2017,0,1,7770
435241701160506 7011 122 9,39,38,35,57,33460,2017,0,1,2980
465443401820506 7011 222 8,39,56,35,57,24580,2017,0,1,770
500460217047544 7011 122 8,43,36,35,57,33340,2017,0,1,8590
501160512039536 5011 121 7,40,58,35,57,33460,2017,0,1,180
506200318079503 5011 121 7,44,46,35,303,33340,2017,1,1,7490
508690715014569 6011 121 9,42,57,35,233,31540,2017,1,1,8080
510005705111935 5011 421 7,41,23,35,57,31540,2017,0,1,8980
510005705901935 6011 12110,39,47,35,57,31540,2017,0,1,8870
541470631621005 7011 122 9,39,45,35,57,33460,2017,0,1,9090
547610005931005 7011 222 9,42,53,35,57,33340,2017,0,1,5080
554830854571005 6011 12110,39,46,35,57,33340,2017,0,1,5275
591320572541005 6011 22110,43,56,35,57,33340,2017,0,1,5590
593330542991005 7011 22210,40,53,35,57,33340,2017,0,1,770
710107085200675 5012 121 7,39,47,35,57,33340,2017,0,1,6380
810003625679535 7011 222 8,44,35,35,212,31540,2017,1,1,7380
905507030510915 6011 22110,39,57,35,57,31540,2017,0,1,770
25135301250502 5011 221 7,41,54,35,57,0,2017,0,1,770
50510313450112 6011 121 8,39,58,35,57,0,2017,0,1,8680
