pid,grdatn,age,state,natvty,msafp,year,immigr,se15u,ind2
322440792871001 4011 22010,43,39,58,202,12060,2017,1,1,4970
347490824521001 6011 22111,44,50,58,57,12060,2017,0,1,7070
347800922261001 4011 32011,42,29,58,57,12060,2017,0,1,8980
350510975881101 6011 322 1,39,60,58,57,12060,2017,0,1,4590
392120326221001 6011 42110,44,27,58,332,12060,2017,1,1,7290
410000101192813 5011 22012,43,45,58,212,12060,2017,1,1,8970
421732005410489 6011 122 1,39,55,58,207,12060,2017,1,1,8680
421732005410489 6011 222 1,39,49,58,207,12060,2017,1,1,8990
493111501490101 4011 12010,40,53,58,57,12060,2017,0,1,8090
493111501490101 4011 22010,46,38,58,57,12060,2017,0,1,8090
602108074310254 5011 22012,40,48,58,399,12060,2017,1,1,770
610005101182843 4011 22011,41,60,58,57,12060,2017,0,1,8970
621730000010767 6011 12110,43,32,58,57,12060,2017,0,1,7890
621835005510420 5011 12012,43,61,58,57,12260,2017,0,1,7370
710009261814373 5011 221 1,40,32,58,57,12060,2017,0,1,770
713081101402102 4011 12010,39,34,58,57,12060,2017,0,1,8980
721237006610999 6011 22111,46,33,58,247,12060,2017,1,1,7980
731281110101009 6011 12110,41,49,58,57,12060,2017,0,1,6695
731361120007808 6011 12111,40,40,58,57,16860,2017,0,1,770
731855170306708 4011 22010,40,58,58,57,12060,2017,0,1,6970
793438801540104 4011 22011,43,44,58,57,12060,2017,0,1,7390
806101048310125 4011 12011,43,58,58,57,12060,2017,0,1,7390
810007581383143 4011 22010,43,51,58,210,12060,2017,1,1,5090
833080701920106 5011 12012,41,62,58,57,12060,2017,0,1,770
891936005510032 4011 12011,40,51,58,163,12060,2017,1,1,6170
910004541526123 6011 12112,46,63,58,57,12060,2017,0,1,8080
983052601390105 4011 12011,44,51,58,57,12060,2017,0,1,7380
10006851943213 4011 22010,38,39,58,57,0,2017,0,1,8470
10310478715544 5012 12012,39,46,58,57,0,2017,0,1,170
10310494853821 6011 22110,39,57,58,57,0,2017,0,1,7770
105571030124673 6011 22110,39,34,58,57,0,2017,0,1,170
110008531248943 6011 22110,39,42,58,57,0,2017,0,1,6170
119090417021319 5011 121 1,39,40,58,57,0,2017,0,1,170
127341030124376 6011 22112,43,54,58,57,0,2017,0,1,770
306116594310295 6011 222 1,45,41,58,57,0,2017,0,1,6170
310000001011163 6011 12110,41,50,58,57,0,2017,0,1,290
310000001011163 6011 22110,39,48,58,57,0,2017,0,1,290
327620433741101 6011 12112,41,39,58,57,0,2017,0,1,770
364570198941101 6011 122 1,43,29,58,57,0,2017,0,1,4880
364920447191001 5011 221 1,39,48,58,57,0,2017,0,1,8770
410007151445783 5011 12012,43,42,58,57,0,2017,0,1,170
493587301321100 6011 12110,39,50,58,57,0,2017,0,1,770
508107606310491 6011 122 1,39,35,58,57,0,2017,0,1,5280
508107606310491 6011 222 1,43,34,58,73,0,2017,0,1,5280
7102386310728 4011 22010,39,38,58,57,23580,2017,0,1,7070
10310163211965 5011 12012,34,47,58,312,12020,2017,1,1,6170
10310203424081 5011 22012,45,52,58,57,0,2017,0,1,7480
10310318277054 6011 12112,39,43,58,57,17980,2017,0,1,7470
10310689416042 4011 22011,39,53,58,57,0,2017,0,1,770
10310728852554 4012 12010,39,27,58,57,23580,2017,0,1,8470
10311822901516 6011 122 1,40,60,58,57,0,2017,0,1,770
110003931022463 5011 12012,43,45,58,233,47580,2017,1,1,5080
121838004110470 6011 22110,40,63,58,57,12020,2017,0,1,8770
141035007810115 6011 122 1,46,56,58,57,31420,2017,0,1,8370
322470108161001 5011 221 1,43,24,58,57,47580,2017,0,1,8680
331282100607708 4011 12010,40,60,58,57,23580,2017,0,1,8470
431813130708910 6011 12112,40,50,58,57,0,2017,0,1,180
631140180604209 4011 22011,42,42,58,57,0,2017,0,1,8470
691434003210653 4011 42011,32,44,58,303,17980,2017,1,1,770
810005741241463 6011 22112,39,53,58,57,0,2017,0,1,1570
10510862907936 5111 221 1,44,51,95,57,46520,2017,0,1,6890
10514140164334 4011 22011,43,61,95,57,46520,2017,0,1,7990
10514562907996 6011 12112,42,39,95,207,46520,2017,1,1,5190
115850612009573 5011 32012,41,64,95,57,46520,2017,0,1,7490
188511050496925 6011 22110,43,48,95,57,46520,2017,0,1,6970
404116407510331 6111 22110,43,28,95,164,46520,2017,1,1,8990
410101641593405 6111 12112,42,51,95,57,46520,2017,0,1,770
515240092351401 6011 12112,44,59,95,57,46520,2017,0,1,7070
528240092351301 6011 622 1,39,30,95,247,46520,2017,1,1,8680
592580195861401 6011 12110,43,53,95,57,46520,2017,0,1,7070
598450301231301 4011 22011,42,27,95,57,46520,2017,0,1,6190
951606170609615 4111 12011,43,57,95,57,46520,2017,0,1,1990
951606170805635 6011 12111,45,53,95,217,46520,2017,1,1,7270
10306911753945 4011 22011,40,60,95,301,46520,2017,0,1,8560
10510794691330 5111 22012,43,61,95,57,46520,2017,0,1,6290
10511675069696 6111 12111,46,48,95,57,46520,2017,0,1,8080
10514096829591 6011 12111,39,52,95,233,46520,2017,1,1,770
151963190507034 4011 12011,43,33,95,57,46520,2017,0,1,7070
152131050353054 6011 22112,43,46,95,233,46520,2017,1,1,8290
188511050376935 4012 12010,43,51,95,57,46520,2017,0,1,7070
351950120903234 6011 12111,39,44,95,57,46520,2017,0,1,7980
377075021105551 6011 122 1,41,52,95,57,46520,2017,0,1,7890
510006981571585 5111 121 1,43,58,95,57,46520,2017,0,1,1370
510006981571585 5111 221 1,43,55,95,57,46520,2017,0,1,1370
578940390161101 5012 12012,32,45,95,303,46520,2017,1,1,8680
579960521981301 4011 12011,42,25,95,57,46520,2017,0,1,6190
641750034310147 4011 12010,44,49,95,57,46520,2017,0,1,6990
900109147510336 5111 12012,44,61,95,57,46520,2017,0,1,7390
900139146510936 4011 22010,43,61,95,240,46520,2017,1,1,7670
931754012010527 5011 121 1,39,61,95,362,46520,2017,1,1,770
981558015110655 6111 12112,39,46,95,57,46520,2017,0,1,770
10512830465705 4011 12010,43,60,95,215,0,2017,1,1,7390
105122747510630 4011 22011,40,57,95,57,0,2017,0,1,290
125025455103471 6111 12111,40,57,95,57,0,2017,0,1,7390
128990712003556 6011 12110,41,41,95,57,0,2017,0,1,8990
135180113013590 6011 12112,41,60,95,57,0,2017,0,1,8680
195571050249397 6011 12112,39,54,95,57,0,2017,0,1,3875
271954011310053 5011 421 1,41,21,95,57,0,2017,0,1,8590
310105921620785 6111 12111,45,44,95,57,0,2017,0,1,7270
351559037710950 6011 122 1,39,32,95,57,0,2017,0,1,1990
351891110308315 6111 12110,39,58,95,110,0,2017,0,1,8770
510100271823145 6111 12112,43,61,95,57,0,2017,0,1,170
10510744462638 5011 121 1,43,51,95,57,27980,2017,0,1,8590
10511524344025 6011 22110,43,46,95,57,27980,2017,0,1,7280
90085316106281 6111 12112,43,47,95,57,27980,2017,0,1,7070
102610413065569 6111 12111,40,39,95,247,27980,2017,1,1,8990
128961050121830 4011 22010,39,38,95,57,27980,2017,0,1,3970
173075029104541 6011 22111,43,46,95,57,27980,2017,0,1,6970
351166140609502 5012 121 1,43,33,95,57,27980,2017,0,1,6180
408116244510264 6011 12112,41,34,95,57,27980,2017,0,1,8680
510001231763835 5011 12012,40,44,95,57,27980,2017,0,1,6190
523020689811101 4011 32010,40,58,95,110,27980,2017,1,1,8560
523020689811101 4011 22010,39,64,95,210,27980,2017,1,1,7690
805102336510731 5011 12012,43,38,95,214,27980,2017,1,1,7370
805102336510731 5011 22012,43,39,95,214,27980,2017,1,1,7370
4105755610774 6111 122 1,39,61,82,57,14260,2017,0,1,770
4105755610774 6111 222 1,39,38,82,57,14260,2017,0,1,770
4115754610974 6011 12111,44,59,82,57,14260,2017,0,1,1090
4115754610974 6011 22111,43,62,82,57,14260,2017,0,1,1090
10611679935775 6011 52112,39,23,82,57,14260,2017,0,1,6672
103108357610819 5011 121 1,42,41,82,57,14260,2017,0,1,7690
110760315075645 6011 22112,39,36,82,57,14260,2017,0,1,7370
141167015710475 6011 22112,43,37,82,57,14260,2017,0,1,7380
153056147104061 6011 12111,40,36,82,57,14260,2017,0,1,770
157471060174520 4011 12011,43,53,82,57,14260,2017,0,1,6990
171066305105891 6011 22110,43,50,82,57,14260,2017,0,1,7380
266437001550107 5012 22012,40,59,82,57,14260,2017,0,1,7070
561397170303519 6011 22111,43,53,82,57,14260,2017,0,1,7380
671564012410014 6011 12110,44,26,82,139,14260,2017,1,1,8370
710000961265186 6111 22112,43,38,82,57,14260,2017,0,1,770
6026443102091 5111 12012,43,35,82,57,14260,2017,0,1,7770
10610579935725 6111 12111,40,61,82,57,14260,2017,0,1,3980
10611378592053 6011 12112,43,58,82,57,14260,2017,0,1,7070
18046670100311 6111 22110,39,34,82,57,14260,2017,0,1,8980
103118352610519 6011 12111,39,38,82,207,14260,2017,1,1,8680
103118352610519 6011 22111,39,33,82,207,14260,2017,1,1,8680
103460718037617 6111 122 1,44,27,82,57,14260,2017,0,1,6970
105571060194623 6011 22110,43,38,82,57,14260,2017,0,1,7490
105660510055652 5012 12012,40,46,82,57,14260,2017,0,1,170
109630715075694 6111 12110,46,49,82,57,14260,2017,0,1,7270
115350017074648 6011 222 1,43,51,82,57,14260,2017,0,1,7280
118390712003655 6011 12112,40,40,82,57,14260,2017,0,1,7890
129381060073413 6011 12112,39,37,82,57,14260,2017,0,1,8980
129381060073413 6011 22112,39,38,82,57,14260,2017,0,1,770
141967015710473 4011 22010,39,49,82,215,14260,2017,1,1,7380
141967015710473 4011 32010,44,52,82,57,14260,2017,0,1,7380
161566100203018 6011 22112,43,47,82,57,14260,2017,0,1,7070
175046947103711 4011 12010,45,55,82,57,14260,2017,0,1,7270
491762003810331 6011 12112,40,59,82,110,14260,2017,0,1,9090
561842180201013 6011 12111,39,54,82,57,14260,2017,0,1,8770
561842180201013 6011 22111,39,53,82,57,14260,2017,0,1,8770
621470975011001 5011 12012,43,32,82,57,14260,2017,0,1,170
621470975011001 5011 22012,43,35,82,57,14260,2017,0,1,170
636570717441101 4011 22010,39,26,82,57,14260,2017,0,1,770
641668008010875 5011 121 1,40,58,82,57,14260,2017,0,1,4470
641668008010875 5011 221 1,43,56,82,57,14260,2017,0,1,8180
651960013710452 6011 22110,38,32,82,57,14260,2017,0,1,8770
666885801740100 5011 221 1,39,36,82,57,14260,2017,0,1,4890
672180597601001 5111 12012,39,61,82,57,14260,2017,0,1,180
672180597601001 5111 22012,43,56,82,57,14260,2017,0,1,180
685730367811001 5011 12012,40,58,82,301,14260,2017,1,1,8990
692300765541101 6011 12110,43,62,82,57,14260,2017,0,1,7280
692300765541101 6011 32110,43,34,82,57,14260,2017,0,1,8990
696576801320100 5011 221 1,39,36,82,57,14260,2017,0,1,4270
936972901550107 5111 221 1,43,43,82,57,14260,2017,0,1,7770
961161170303317 6011 12110,39,35,82,57,14260,2017,0,1,8590
9066555105831 5011 12012,41,45,82,57,0,2017,0,1,8770
10003901679786 6011 22112,42,56,82,57,0,2017,0,1,5090
10610235110551 6112 12111,35,32,82,57,0,2017,0,1,770
10610252627450 5012 12012,40,59,82,57,0,2017,0,1,7490
61779150208608 6111 42110,39,53,82,57,0,2017,0,1,770
101520317022657 5011 12012,39,42,82,57,0,2017,0,1,770
101520317022657 5011 22012,40,35,82,57,0,2017,0,1,9090
107330514000671 6011 12110,39,56,82,57,0,2017,0,1,170
107730616089693 6011 12111,40,57,82,301,0,2017,1,1,7070
157861060096071 6011 122 1,39,43,82,57,0,2017,0,1,3980
193251060041621 6111 12112,39,61,82,57,0,2017,0,1,170
193251060041621 6111 22112,39,58,82,57,0,2017,0,1,170
236087001272104 4011 12011,43,61,82,57,0,2017,0,1,6070
291369003710364 6011 22111,43,25,82,57,0,2017,0,1,4795
310004561817406 5011 12012,39,35,82,57,0,2017,0,1,8470
506364301800106 4111 22010,39,47,82,57,0,2017,0,1,6170
510000451620896 5111 121 1,40,44,82,57,0,2017,0,1,8690
510000451620896 5111 221 1,43,35,82,57,0,2017,0,1,8690
551061000910855 6011 12110,40,56,82,57,0,2017,0,1,170
626534101270102 4111 22010,39,59,82,57,0,2017,0,1,9070
661355190607008 6011 22112,41,61,82,57,0,2017,0,1,8880
673230046531001 6011 12112,36,41,82,57,0,2017,0,1,8470
808107247610098 6011 222 1,40,40,82,57,0,2017,0,1,8080
810008721079846 6011 122 1,44,41,82,57,0,2017,0,1,170
810008721079846 6011 222 1,40,40,82,57,0,2017,0,1,8590
900109451610643 5011 121 1,40,54,82,57,0,2017,0,1,6290
9026923108621 6011 22111,40,41,82,57,17660,2017,0,1,5190
10610465817179 6011 32111,33,50,82,303,26820,2017,1,1,7690
11360001610214 6011 12110,40,64,82,57,26820,2017,0,1,770
57066359104821 5011 12012,41,51,82,57,17660,2017,0,1,8790
81968005210391 5112 12012,41,25,82,57,17660,2017,0,1,7770
101100102610162 6111 22110,43,38,82,57,26820,2017,0,1,8180
101100301610570 5011 22012,40,51,82,57,0,2017,0,1,8770
102450515092694 6011 222 1,39,61,82,57,26820,2017,0,1,7280
103601060010642 6011 12112,33,54,82,303,26820,2017,1,1,770
105810012048646 6011 222 1,39,31,82,57,17660,2017,0,1,8470
107850518013665 4011 12011,39,23,82,57,17660,2017,0,1,5590
110002011126106 6111 12110,39,47,82,57,26820,2017,0,1,770
121765000410489 6011 12111,39,48,82,57,17660,2017,0,1,770
152841060074190 6011 12111,40,51,82,57,17660,2017,0,1,770
152841060074190 4011 12010,43,41,82,57,17660,2017,0,1,9090
157066159100821 6011 12110,43,60,82,57,17660,2017,0,1,6290
174441060014656 6011 22110,40,25,82,57,26820,2017,0,1,8980
178611060098013 5011 12012,40,63,82,57,26820,2017,0,1,6070
178611060098013 5011 22012,40,59,82,57,26820,2017,0,1,6070
178731060151104 6011 12111,43,46,82,57,17660,2017,0,1,770
178731060151104 6011 22111,43,51,82,57,17660,2017,0,1,770
208104453610586 4111 22011,39,45,82,57,17660,2017,0,1,5275
306100289610144 6011 22112,39,59,82,57,17660,2017,0,1,7690
321466005010943 5011 121 1,40,58,82,57,0,2017,0,1,7070
461468120305805 4111 12011,40,27,82,57,17660,2017,0,1,770
606106151610825 6111 12112,40,61,82,57,0,2017,0,1,7280
634100601121001 6011 12110,43,40,82,57,26820,2017,0,1,3960
634100601121001 6011 22110,39,36,82,57,26820,2017,0,1,3960
649410183291001 6011 222 1,44,47,82,57,17660,2017,0,1,8090
650470317811101 6011 12111,39,47,82,57,17660,2017,0,1,5490
650470317811101 6011 22111,39,43,82,57,17660,2017,0,1,5490
671570153861001 5111 121 1,40,59,82,57,17660,2017,0,1,2970
926298601020103 6011 22111,43,40,82,57,17660,2017,0,1,7390
966463701440104 4011 22010,39,40,82,57,26820,2017,0,1,8470
1275001410497 4011 12010,39,43,33,361,16980,2017,1,1,7690
68007052106411 6011 12110,37,53,33,57,16980,2017,0,1,770
107163559710498 4011 22011,39,49,33,128,16980,2017,1,1,6170
127830815088785 5011 12012,43,47,33,152,16980,2017,1,1,7690
133341070604575 4011 12011,43,58,33,57,16980,2017,0,1,8560
138340315064783 5011 12012,41,63,33,164,16980,2017,1,1,8880
155791070698351 6011 12111,39,46,33,164,16980,2017,1,1,7690
171909100704673 4011 72011,43,30,33,57,16980,2017,0,1,7690
173470414073723 6011 22110,43,39,33,57,16980,2017,0,1,7070
192311070398373 5011 221 1,44,40,33,57,16980,2017,0,1,7390
271381130807369 6011 22110,45,63,33,57,16980,2017,0,1,7480
603161937710737 6011 12112,44,35,33,215,16980,2017,1,1,8560
604067007108881 6011 222 1,40,38,33,226,16980,2017,1,1,3980
604067107109881 6011 12111,40,52,33,57,16980,2017,0,1,7070
671807140304068 4011 12010,40,42,33,57,16980,2017,0,1,7370
671807140506068 6011 122 1,39,48,33,57,16980,2017,0,1,7690
691777067510606 6011 12111,43,53,33,217,16980,2017,1,1,7890
714150937581301 5011 22012,43,28,33,57,16980,2017,0,1,7890
759380644581501 6011 22111,45,37,33,57,16980,2017,0,1,8070
909109751710671 5011 121 1,40,59,33,57,40420,2017,0,1,8470
911773060910064 6011 52110,39,56,33,233,16980,2017,1,1,8170
911773060910064 6011 42110,39,31,33,233,16980,2017,1,1,8170
911773060910064 6011 62110,39,31,33,233,16980,2017,1,1,8170
937815501756109 6011 12111,40,45,33,57,16980,2017,0,1,7380
937815501756109 6011 22111,44,38,33,57,16980,2017,0,1,7370
937881701853108 5011 121 1,39,55,33,109,16980,2017,1,1,8680
957456301336104 6011 42112,39,43,33,303,16980,2017,1,1,770
67238101611 5011 121 1,40,55,33,57,40420,2017,0,1,170
10007101330447 6011 222 1,39,59,33,57,41180,2017,0,1,8770
10710105044066 6011 12110,39,29,33,248,37900,2017,1,1,5090
10710235649085 5011 121 1,44,36,33,454,16980,2017,1,1,7490
10710342960432 5012 121 1,42,39,33,57,16980,2017,0,1,770
10710384815650 5011 121 1,43,30,33,57,16980,2017,0,1,8590
26077305100581 5011 32012,42,30,33,57,41180,2017,0,1,8470
68087347104781 5011 12012,39,40,33,57,16980,2017,0,1,4670
91007144106501 6011 122 1,43,43,33,57,16980,2017,0,1,8590
91047953102161 6011 12110,40,56,33,57,40420,2017,0,1,170
91047953102161 6011 22110,41,62,33,57,40420,2017,0,1,190
92097213101391 5011 22012,45,59,33,57,41180,2017,0,1,7980
100370618033746 6011 122 1,40,47,33,57,16980,2017,0,1,770
102111070060658 4011 12010,44,35,33,57,16980,2017,0,1,7390
103290219039713 6011 122 1,41,63,33,57,41180,2017,0,1,5470
105240319005768 5011 121 1,42,62,33,57,16980,2017,0,1,6380
107600613014704 6011 222 1,43,60,33,57,16980,2017,0,1,7890
110004881385417 6011 22112,42,30,33,57,16980,2017,0,1,8880
158980416070709 6011 12110,45,53,33,217,16980,2017,1,1,7270
159431070060604 6011 12110,40,43,33,57,41180,2017,0,1,8980
175881070658398 6011 12110,41,37,33,57,16980,2017,0,1,8980
178671070034848 5011 22012,37,43,33,57,16980,2017,0,1,7380
179051070606697 4011 12010,43,60,33,327,16980,2017,1,1,5190
179051070616617 6011 22111,46,47,33,57,16980,2017,0,1,7270
184701070088608 6011 12112,39,57,33,57,41180,2017,0,1,8880
185871070070522 5011 121 1,43,34,33,57,16980,2017,0,1,8770
185871070070522 5011 221 1,41,35,33,57,16980,2017,0,1,8770
186071070370834 5011 22012,43,36,33,57,16980,2017,0,1,7890
209109932710331 6011 122 1,44,50,33,57,41180,2017,0,1,770
303163291710918 6011 12111,43,61,33,57,16980,2017,0,1,7280
310003421332697 5011 12012,43,31,33,57,16980,2017,0,1,5591
310005791031747 5011 12012,39,34,33,57,16980,2017,0,1,770
310607191803637 6011 122 1,43,50,33,303,16980,2017,1,1,8680
333027581104931 5011 12012,43,35,33,128,16980,2017,1,1,7490
351075071910873 4011 12010,44,48,33,128,16980,2017,1,1,8080
371663130903902 6011 12110,40,46,33,152,16980,2017,1,1,770
403167437710472 4011 22010,40,58,33,57,16980,2017,0,1,7380
451778023610848 5011 221 1,44,49,33,57,16980,2017,0,1,7390
467107501880106 6011 12112,39,40,33,57,16980,2017,0,1,6170
503165332710444 6011 122 1,39,41,33,303,16980,2017,1,1,7770
537834901323101 5011 12012,42,42,33,57,16980,2017,0,1,6290
571234170200206 4011 12010,43,60,33,231,16980,2017,1,1,5580
571275000410257 6011 12111,40,61,33,57,16980,2017,0,1,5370
604100376710410 6011 222 1,43,47,33,57,16980,2017,0,1,4590
605101715710955 6011 12111,43,47,33,57,16980,2017,0,1,3490
641971001310592 4011 12011,43,62,33,57,40420,2017,0,1,7380
667040501490103 6011 12110,43,35,33,57,41180,2017,0,1,770
667673701097105 6011 222 1,40,55,33,57,16980,2017,0,1,8470
671807140105038 5011 121 1,38,55,33,57,16980,2017,0,1,7770
681075000610184 5011 12012,40,62,33,57,16980,2017,0,1,5275
681475000610187 4011 22010,41,60,33,57,16980,2017,0,1,8980
703150937581701 4011 12010,43,54,33,57,16980,2017,0,1,5790
706840216051001 4011 12011,43,61,33,57,16980,2017,0,1,7470
707097565102761 6011 12112,43,49,33,233,16980,2017,1,1,1190
709106576710280 4011 12011,45,60,33,57,16980,2017,0,1,7270
717030996101601 6011 12110,46,50,33,301,16980,2017,1,1,7390
721060810631001 5011 121 1,39,48,33,57,40420,2017,0,1,770
730650582701001 5011 12012,40,27,33,57,41180,2017,0,1,6970
737830901326101 6011 12110,43,53,33,57,16980,2017,0,1,3190
747510174821001 4011 12011,39,35,33,303,16980,2017,1,1,770
748770869501001 6011 12110,44,44,33,57,16980,2017,0,1,8680
777020788271001 6011 12112,39,50,33,57,16980,2017,0,1,5590
787707201820107 6011 12112,39,47,33,57,16980,2017,0,1,3980
800101547710068 4012 12010,37,55,33,57,16980,2017,0,1,8470
808101701710502 6011 32111,39,53,33,57,16980,2017,0,1,6170
810001681826057 5011 12012,40,45,33,128,16980,2017,1,1,6170
810508351288877 4011 12011,43,57,33,57,16980,2017,0,1,7280
817585401600102 6011 12112,43,61,33,57,16980,2017,0,1,8170
871743160306300 6011 122 1,43,55,33,57,16980,2017,0,1,770
881377008710464 5011 12012,44,42,33,57,16980,2017,0,1,7380
887955701150107 4011 12011,44,33,33,163,16980,2017,1,1,6170
901101683710342 6011 22111,39,27,33,303,40420,2017,1,1,8770
991273002310191 5011 12012,43,27,33,57,41180,2017,0,1,8770
991273002310191 5011 22012,39,47,33,57,41180,2017,0,1,8770
7364101590100 6011 22112,41,52,33,57,0,2017,0,1,6970
10710454932373 6011 12110,40,59,33,57,0,2017,0,1,770
24047971101351 5011 121 1,39,43,33,57,0,2017,0,1,8780
471571140301203 6011 22111,43,44,33,57,0,2017,0,1,6990
502104363710071 4011 22011,40,42,33,57,0,2017,0,1,8470
641978001110431 6011 12111,40,42,33,57,0,2017,0,1,8470
721772007210271 5011 12012,43,59,33,57,0,2017,0,1,7490
831975001110931 5011 12012,40,61,33,57,0,2017,0,1,770
10710082153490 4013 22011,43,31,33,57,44100,2017,0,1,170
10710320674437 6011 22111,41,36,33,57,14010,2017,0,1,8980
10710452955922 6011 12112,43,34,33,57,16580,2017,0,1,7380
96077581104511 6011 122 1,42,46,33,57,16580,2017,0,1,8980
101430611084727 4011 32011,39,52,33,57,16580,2017,0,1,3190
107380215046713 4011 12010,39,44,33,57,0,2017,0,1,9090
108310013051741 6011 12110,41,59,33,57,44100,2017,0,1,7570
110000221634317 6011 12110,41,40,33,57,0,2017,0,1,7770
188371070075924 6011 12111,44,62,33,57,44100,2017,0,1,7390
188371070075924 6011 22111,45,60,33,57,44100,2017,0,1,7390
210004621905557 6011 222 1,44,37,33,57,19340,2017,0,1,5380
471643170103608 4011 52010,35,38,33,57,16060,2017,0,1,8680
608102651710348 6011 12112,43,56,33,57,16060,2017,0,1,8880
793370106881001 4011 12011,39,27,33,57,16580,2017,0,1,770
907833701680101 4011 12011,44,49,33,57,16580,2017,0,1,8470
10008051123378 5011 22012,42,26,32,57,43780,2017,0,1,770
10810037682390 5011 22012,39,34,32,57,26900,2017,0,1,8770
10810602782748 5012 32012,39,22,32,312,26900,2017,1,1,770
10810602782748 5012 42012,39,24,32,312,26900,2017,1,1,770
104290911030861 5012 22012,40,36,32,57,23060,2017,0,1,8770
136048259103561 6011 122 1,40,47,32,57,26900,2017,0,1,7380
173411080190016 6011 12111,39,31,32,57,26900,2017,0,1,6170
281570160004905 6111 12110,33,39,32,303,23060,2017,1,1,770
304108072810181 4011 12010,39,55,32,57,21780,2017,0,1,8560
310003421672698 5011 12012,38,43,32,57,26900,2017,0,1,770
381001160301417 6011 22110,44,38,32,57,26900,2017,0,1,7490
468083101630100 4011 12010,43,57,32,57,43780,2017,0,1,6970
505109882810316 5011 121 1,44,58,32,57,23060,2017,0,1,8370
605117053810590 6011 32111,44,51,32,57,26900,2017,0,1,770
605117053810590 6011 22111,39,51,32,57,26900,2017,0,1,770
10810114397202 5011 121 1,43,60,32,57,16980,2017,0,1,6990
10810114397202 5011 221 1,39,58,32,57,16980,2017,0,1,8980
10810242571752 6011 122 1,40,49,32,57,26900,2017,0,1,6380
81480120004906 5011 121 1,44,53,32,57,26900,2017,0,1,2870
102270411072855 6011 122 1,43,58,32,57,26900,2017,0,1,8080
116821080043329 6011 12110,39,43,32,210,26900,2017,1,1,6170
168460701440104 5111 221 1,40,36,32,57,31140,2017,0,1,8980
169351080000845 4011 12011,43,24,32,212,26900,2017,1,1,7390
210000371614808 6011 22112,43,42,32,57,26900,2017,0,1,7490
211287008410923 4011 12011,45,55,32,57,26900,2017,0,1,6970
606106791810064 4011 12010,40,58,32,57,31140,2017,0,1,8560
610003291407398 6111 122 1,43,35,32,57,26900,2017,0,1,770
781932110201204 4011 12011,36,62,32,301,16980,2017,1,1,3570
781932110201204 4011 22011,38,61,32,301,16980,2017,1,1,3570
830740494711001 6111 12111,42,60,32,57,26900,2017,0,1,7680
871610775591001 4011 12011,43,44,32,247,21780,2017,1,1,8990
871610775591001 4011 22011,43,44,32,247,21780,2017,1,1,8990
881415140100100 6011 12112,41,49,32,57,26900,2017,0,1,770
910008401400268 5011 121 1,40,47,32,57,26900,2017,0,1,770
941585009410304 6011 12111,39,57,32,57,26900,2017,0,1,4870
971782006510901 4011 22010,45,37,32,57,16980,2017,0,1,7970
10810457269670 6011 22110,39,34,32,57,0,2017,0,1,8470
55088489102171 5011 12012,39,38,32,57,0,2017,0,1,8870
100350610067840 4011 12010,41,56,32,57,0,2017,0,1,7070
103560718037814 6011 12110,34,28,32,57,0,2017,0,1,3895
108220614049873 6011 12110,39,47,32,57,0,2017,0,1,7380
117611080083807 5011 32012,33,52,32,303,0,2017,1,1,8680
121721080023428 6011 12111,43,33,32,57,0,2017,0,1,5370
531184008910816 4011 22011,39,61,32,57,0,2017,0,1,7770
707106835810431 6011 12110,34,50,32,57,0,2017,0,1,3770
710003411112828 5011 22012,39,59,32,57,0,2017,0,1,8870
811589009610286 4011 12010,40,46,32,57,0,2017,0,1,770
881613170504703 6011 12110,34,48,32,57,0,2017,0,1,170
928213201620103 6011 12110,39,56,32,57,0,2017,0,1,6170
87068929102151 6011 12112,39,61,32,57,14020,2017,0,1,770
103280314053893 6011 12111,39,45,32,57,21140,2017,0,1,770
169371080071420 6011 12111,44,52,32,57,14020,2017,0,1,9090
197011080019450 6011 12110,40,64,32,57,16980,2017,0,1,8790
310005791941748 6011 12112,44,55,32,440,16980,2017,1,1,8080
310005921530838 4011 12010,39,56,32,57,21140,2017,0,1,770
421588005410530 6011 12110,39,41,32,57,0,2017,0,1,4670
803109233810505 4011 12010,40,49,32,57,21140,2017,0,1,7690
850580443251001 6011 32110,39,40,32,57,0,2017,0,1,8770
872060743911001 6011 22111,40,60,32,57,14020,2017,0,1,8560
872060743911001 6011 42111,39,26,32,57,14020,2017,0,1,8560
881957140002308 4111 22011,39,62,32,57,45460,2017,0,1,7770
981319190407909 4011 12011,42,50,32,57,16980,2017,0,1,6170
10039257107931 4011 22011,43,62,42,57,19780,2017,0,1,770
10910356489710 5011 121 1,43,60,42,57,19780,2017,0,1,7390
10910651307972 6011 12110,44,57,42,57,19780,2017,0,1,7890
934240214521001 5011 121 1,41,24,42,57,19780,2017,0,1,8980
10910354867554 5011 121 1,43,52,42,57,19780,2017,0,1,6970
101060819043914 5011 121 1,39,54,42,57,19780,2017,0,1,3895
111891006010126 6011 122 1,43,56,42,57,19780,2017,0,1,6470
331799000710513 5011 12012,41,59,42,57,19780,2017,0,1,7790
331799000710513 5011 22012,41,58,42,57,19780,2017,0,1,7790
591293170300700 6011 222 1,43,42,42,57,19780,2017,0,1,8470
909358101270109 6011 12112,43,35,42,427,19780,2017,1,1,7580
10910512874999 5011 12012,39,42,42,57,0,2017,0,1,770
10910632243294 6011 22111,43,36,42,57,0,2017,0,1,170
